locus	sample	rep	mlength	MAPQ	mapped_origin	chrom	start	end	FLAG	QNAME
SCA3	WGSrpt_20	62	149	44	ok	chr14	92537259	92537407	83	ST-E00152:258:H7F3MALXX:7:2103:23784:45892
SCA3	WGSrpt_20	79	149	38	ok	chr14	92537307	92537428	147	ST-E00152:258:H7F3MALXX:7:2111:7496:11699
SCA3	WGSrpt_20	27	150	44	ok	chr14	92537209	92537358	83	ST-E00152:258:H7F3MALXX:7:1101:14996:37629
SCA3	WGSrpt_20	47	150	21	ok	chr14	92537355	92537499	163	ST-E00152:258:H7F3MALXX:7:1202:14874:38122
SCA3	WGSrpt_20	35	150	44	ok	chr14	92537365	92537514	163	ST-E00152:258:H7F3MALXX:7:1209:28879:17131
SCA3	WGSrpt_20	69	150	18	ok	chr14	92537355	92537471	147	ST-E00152:258:H7F3MALXX:7:2213:15980:7198
SCA3	WGSrpt_20	89	148	54	ok	chr14	92537281	92537369	83	ST-E00152:258:H7F3MALXX:7:1201:13200:10960
SCA3	WGSrpt_20	64	148	18	ok	chr14	92537355	92537480	147	ST-E00152:258:H7F3MALXX:7:2102:18538:4421
SCA3	WGSrpt_20	66	149	18	ok	chr14	92537355	92537471	147	ST-E00152:258:H7F3MALXX:7:1114:20567:14617
SCA3	WGSrpt_20	85	148	46	ok	chr14	92537299	92537369	83	ST-E00152:258:H7F3MALXX:7:2223:6796:35942
SCA3	WGSrpt_20	22	150	21	un	chr14	92537021	92537139	73	ST-E00152:258:H7F3MALXX:7:2103:3427:51658
SCA3	WGSrpt_20	75	150	14	ok	chr14	92537355	92537450	83	ST-E00152:258:H7F3MALXX:7:2114:31132:58198
SCA3	WGSrpt_20	62	149	44	ok	chr14	92537286	92537434	163	ST-E00152:258:H7F3MALXX:7:1109:13200:23688
SCA3	WGSrpt_20	82	150	52	ok	chr14	92537303	92537369	99	ST-E00152:258:H7F3MALXX:7:2117:15371:60255
SCA3	WGSrpt_20	60	149	44	ok	chr14	92537280	92537423	99	ST-E00152:258:H7F3MALXX:7:2219:32309:22897
SCA3	WGSrpt_20	51	150	44	ok	chr14	92537237	92537386	83	ST-E00152:258:H7F3MALXX:7:1219:30655:12121
SCA3	WGSrpt_20	48	150	44	ok	chr14	92537234	92537383	83	ST-E00152:258:H7F3MALXX:7:1220:19796:25798
SCA3	WGSrpt_20	48	150	44	ok	chr14	92537328	92537477	147	ST-E00152:258:H7F3MALXX:7:2113:3346:3524
SCA3	WGSrpt_20	28	150	44	ok	chr14	92537210	92537359	163	ST-E00152:258:H7F3MALXX:7:1106:21156:20770
SCA3	WGSrpt_20	69	150	18	ok	chr14	92537355	92537476	147	ST-E00152:258:H7F3MALXX:7:1212:9384:12929
SCA3	WGSrpt_20	13	150	34	ok	chr14	92537393	92537542	99	ST-E00152:258:H7F3MALXX:7:1206:20862:59604
SCA3	WGSrpt_20	42	150	34	ok	chr14	92537350	92537499	99	ST-E00152:258:H7F3MALXX:7:2114:27793:51781
SCA3	WGSrpt_20	48	148	44	ok	chr14	92537314	92537461	83	ST-E00152:258:H7F3MALXX:7:1109:4716:53434
SCA3	WGSrpt_20	69	148	17	ok	chr14	92537355	92537464	83	ST-E00152:258:H7F3MALXX:7:2121:10805:19997
SCA3	WGSrpt_20	89	149	48	ok	chr14	92537289	92537369	83	ST-E00152:258:H7F3MALXX:7:2119:5863:72684
SCA3	WGSrpt_20	86	150	54	ok	chr14	92537275	92537369	163	ST-E00152:258:H7F3MALXX:7:1210:18051:23266
SCA3	WGSrpt_20	89	150	47	ok	chr14	92537293	92537369	83	ST-E00152:258:H7F3MALXX:7:1220:25712:68570
SCA3	WGSrpt_20	36	150	44	ok	chr14	92537218	92537367	99	ST-E00152:258:H7F3MALXX:7:1203:16295:23003
SCA3	WGSrpt_20	62	149	44	ok	chr14	92537284	92537432	163	ST-E00152:258:H7F3MALXX:7:1211:7527:44872
SCA3	WGSrpt_20	37	150	44	ok	chr14	92537219	92537368	147	ST-E00152:258:H7F3MALXX:7:1117:6055:12086
SCA3	WGSrpt_20	67	150	44	ok	chr14	92537263	92537412	147	ST-E00152:258:H7F3MALXX:7:1105:32623:40882
SCA3	WGSrpt_20	90	150	51	ok	chr14	92537294	92537369	147	ST-E00152:258:H7F3MALXX:7:2221:21389:49935
SCA3	WGSrpt_20	89	150	52	ok	chr14	92537290	92537369	147	ST-E00152:258:H7F3MALXX:7:1119:7852:57354
SCA3	WGSrpt_20	89	150	52	ok	chr14	92537292	92537369	163	ST-E00152:258:H7F3MALXX:7:2220:6380:62540
SCA3	WGSrpt_20	27	149	34	ok	chr14	92537373	92537521	99	ST-E00152:258:H7F3MALXX:7:1108:23246:47527
SCA3	WGSrpt_12	37	149	34	ok	chr14	92537360	92537508	147	ST-E00110:326:HCJHTALXX:2:1224:15808:16639
SCA3	WGSrpt_12	42	150	44	ok	chr14	92537227	92537376	83	ST-E00110:326:HCJHTALXX:1:2215:6756:36153
SCA3	WGSrpt_12	36	150	44	ok	chr14	92537221	92537370	163	ST-E00110:326:HCJHTALXX:1:1213:28371:48072
SCA3	WGSrpt_12	62	149	21	ok	chr14	92537355	92537483	99	ST-E00110:326:HCJHTALXX:2:2206:26443:62769
SCA3	WGSrpt_12	62	150	54	ok	chr14	92537252	92537369	147	ST-E00110:326:HCJHTALXX:1:2201:18822:21192
SCA3	WGSrpt_12	39	149	44	ok	chr14	92537225	92537373	83	ST-E00110:326:HCJHTALXX:1:1117:14854:57635
SCA3	WGSrpt_12	41	150	34	ok	chr14	92537356	92537505	99	ST-E00110:326:HCJHTALXX:2:1208:19177:16498
SCA3	WGSrpt_12	91	149	11	ok	chr14	92537355	92537420	147	ST-E00110:326:HCJHTALXX:1:1215:2301:58251
SCA3	WGSrpt_12	86	149	47	ok	chr14	92537281	92537369	163	ST-E00110:326:HCJHTALXX:2:1218:4756:17113
SCA3	WGSrpt_12	66	150	18	ok	chr14	92537355	92537479	147	ST-E00110:326:HCJHTALXX:1:2116:20649:18168
SCA3	WGSrpt_12	36	150	44	ok	chr14	92537364	92537513	163	ST-E00110:326:HCJHTALXX:2:1218:16224:6530
SCA3	WGSrpt_12	75	148	17	ok	chr14	92537355	92537457	147	ST-E00110:326:HCJHTALXX:1:2124:20476:29050
SCA3	WGSrpt_12	56	150	21	ok	chr14	92537355	92537490	99	ST-E00110:326:HCJHTALXX:2:1206:23967:72192
SCA3	WGSrpt_12	60	150	50	ok	chr14	92537245	92537367	99	ST-E00110:326:HCJHTALXX:1:1122:22150:71858
SCA3	WGSrpt_12	20	148	34	ok	chr14	92537384	92537531	99	ST-E00110:326:HCJHTALXX:1:1206:6827:51359
SCA3	WGSrpt_12	30	150	44	ok	chr14	92537209	92537358	147	ST-E00110:326:HCJHTALXX:2:2207:17553:44907
SCA3	WGSrpt_12	85	149	52	ok	chr14	92537300	92537369	147	ST-E00110:326:HCJHTALXX:2:2205:30584:63999
SCA3	WGSrpt_12	13	150	44	ok	chr14	92537393	92537542	99	ST-E00110:326:HCJHTALXX:1:1204:14001:34957
SCA3	WGSrpt_12	69	150	18	ok	chr14	92537355	92537476	83	ST-E00110:326:HCJHTALXX:2:2211:14702:1713
SCA3	WGSrpt_12	23	150	44	ok	chr14	92537207	92537356	147	ST-E00110:326:HCJHTALXX:2:2112:12926:28945
SCA3	WGSrpt_12	69	150	18	ok	chr14	92537355	92537470	83	ST-E00110:326:HCJHTALXX:1:1220:22475:32443
SCA3	WGSrpt_12	49	150	21	ok	chr14	92537355	92537497	83	ST-E00110:326:HCJHTALXX:2:1103:24901:5950
SCA3	WGSrpt_12	72	149	14	ok	chr14	92537355	92537456	99	ST-E00110:326:HCJHTALXX:1:2205:25266:58092
SCA3	WGSrpt_12	41	150	44	ok	chr14	92537356	92537505	163	ST-E00110:326:HCJHTALXX:2:2104:23500:26378
SCA3	WGSrpt_12	34	118	44	ok	chr14	92537251	92537368	83	ST-E00110:326:HCJHTALXX:2:1124:3133:24778
SCA3	WGSrpt_12	34	148	44	ok	chr14	92537366	92537513	147	ST-E00110:326:HCJHTALXX:2:2222:16549:7902
SCA3	WGSrpt_12	54	150	54	ok	chr14	92537239	92537359	99	ST-E00110:326:HCJHTALXX:1:2123:16295:2083
SCA3	WGSrpt_12	72	150	11	ok	chr14	92537355	92537438	147	ST-E00110:326:HCJHTALXX:2:2102:19207:15144
SCA3	WGSrpt_12	37	150	44	ok	chr14	92537222	92537371	99	ST-E00110:326:HCJHTALXX:1:1221:16731:49144
SCA3	WGSrpt_12	21	150	44	ok	chr14	92537378	92537527	147	ST-E00110:326:HCJHTALXX:1:1112:12165:38631
SCA3	WGSrpt_12	75	149	11	ok	chr14	92537355	92537441	83	ST-E00110:326:HCJHTALXX:1:1209:14692:12279
SCA3	WGSrpt_12	12	149	44	ok	chr14	92537396	92537544	83	ST-E00110:326:HCJHTALXX:2:2201:30127:69643
SCA3	WGSrpt_12	30	150	44	ok	chr14	92537212	92537361	163	ST-E00110:326:HCJHTALXX:2:2201:30127:69643
SCA3	WGSrpt_12	82	150	54	ok	chr14	92537270	92537369	99	ST-E00110:326:HCJHTALXX:2:2215:18680:6460
SCA3	WGSrpt_12	86	150	52	ok	chr14	92537290	92537369	83	ST-E00110:326:HCJHTALXX:2:1108:28199:45699
SCA3	WGSrpt_12	89	149	48	ok	chr14	92537289	92537369	147	ST-E00110:326:HCJHTALXX:1:2116:25784:32971
SCA3	WGSrpt_12	23	150	44	ok	chr14	92537381	92537530	147	ST-E00110:326:HCJHTALXX:1:1203:27316:53487
SCA3	WGSrpt_12	72	148	42	ok	chr14	92537314	92537437	83	ST-E00110:326:HCJHTALXX:2:2110:26047:9167
SCA3	WGSrpt_12	48	150	54	ok	chr14	92537253	92537369	163	ST-E00110:326:HCJHTALXX:1:2206:7415:36276
SCA3	WGSrpt_12	77	150	31	ok	chr14	92537263	92537369	99	ST-E00110:326:HCJHTALXX:2:1102:11302:53170
SCA3	WGSrpt_12	21	149	44	ok	chr14	92537378	92537526	147	ST-E00110:326:HCJHTALXX:2:1108:20212:3946
SCA3	WGSrpt_12	61	148	18	ok	chr14	92537355	92537483	83	ST-E00110:326:HCJHTALXX:2:2112:24748:15707
SCA3	WGSrpt_12	90	150	48	ok	chr14	92537286	92537369	163	ST-E00110:326:HCJHTALXX:1:1107:24545:38667
SCA3	WGSrpt_12	43	150	41	ok	chr14	92537355	92537503	83	ST-E00110:326:HCJHTALXX:1:1222:2108:21632
SCA3	WGSrpt_12	75	150	54	ok	chr14	92537261	92537369	147	ST-E00110:326:HCJHTALXX:2:2211:18152:17535
SCA3	WGSrpt_12	84	149	52	ok	chr14	92537281	92537369	147	ST-E00110:326:HCJHTALXX:1:2105:8978:8921
SCA3	WGSrpt_12	35	150	44	ok	chr14	92537220	92537369	99	ST-E00110:326:HCJHTALXX:2:1219:10490:26167
SCA3	WGSrpt_12	76	149	54	ok	chr14	92537263	92537369	147	ST-E00110:326:HCJHTALXX:1:1108:14620:32514
SCA3	WGSrpt_12	85	149	52	ok	chr14	92537302	92537369	147	ST-E00110:326:HCJHTALXX:1:1215:2311:58268
SCA3	WGSrpt_12	75	149	11	ok	chr14	92537355	92537435	147	ST-E00110:326:HCJHTALXX:1:1104:5802:72332
SCA3	WGSrpt_12	88	150	51	ok	chr14	92537277	92537369	83	ST-E00110:326:HCJHTALXX:1:2216:16944:1520
SCA3	WGSrpt_12	75	149	11	ok	chr14	92537355	92537435	163	ST-E00110:326:HCJHTALXX:2:1102:29914:11470
SCA3	WGSrpt_12	72	147	17	ok	chr14	92537355	92537458	83	ST-E00110:326:HCJHTALXX:1:1123:11870:57635
SCA3	WGSrpt_12	68	150	18	ok	chr14	92537355	92537469	147	ST-E00110:326:HCJHTALXX:2:1206:10226:24761
SCA3	WGSrpt_12	51	150	54	ok	chr14	92537236	92537358	83	ST-E00110:326:HCJHTALXX:1:1208:13149:23847
SCA3	WGSrpt_12	82	148	52	ok	chr14	92537299	92537369	147	ST-E00110:326:HCJHTALXX:2:1123:25611:23671
SCA3	WGSrpt_12	79	150	37	ok	chr14	92537308	92537430	147	ST-E00110:326:HCJHTALXX:1:1119:25418:50375
SCA3	WGSrpt_12	23	150	44	ok	chr14	92537207	92537356	99	ST-E00110:326:HCJHTALXX:1:2223:28452:8798
SCA3	WGSrpt_12	75	150	14	ok	chr14	92537355	92537453	163	ST-E00110:326:HCJHTALXX:2:1109:28716:42481
SCA3	WGSrpt_12	35	150	44	ok	chr14	92537220	92537369	99	ST-E00110:326:HCJHTALXX:2:2111:27275:6372
SCA3	WGSrpt_12	66	150	18	ok	chr14	92537355	92537471	99	ST-E00110:326:HCJHTALXX:2:2211:23317:63718
SCA3	WGSrpt_12	82	150	31	ok	chr14	92537302	92537369	99	ST-E00110:326:HCJHTALXX:2:2215:21247:71559
SCA3	WGSrpt_12	89	150	52	ok	chr14	92537286	92537369	163	ST-E00110:326:HCJHTALXX:2:1223:11058:20436
SCA3	WGSrpt_12	89	150	52	ok	chr14	92537293	92537369	83	ST-E00110:326:HCJHTALXX:2:1108:27986:45751
SCA3	WGSrpt_12	69	150	18	ok	chr14	92537355	92537474	147	ST-E00110:326:HCJHTALXX:2:1116:20882:49162
SCA3	WGSrpt_12	34	148	44	ok	chr14	92537355	92537502	163	ST-E00110:326:HCJHTALXX:2:2114:32380:70416
SCA3	WGSrpt_12	79	150	42	ok	chr14	92537310	92537432	99	ST-E00110:326:HCJHTALXX:2:2220:16275:40337
SCA3	WGSrpt_12	56	150	54	ok	chr14	92537241	92537359	83	ST-E00110:326:HCJHTALXX:1:1123:18568:7849
SCA3	WGSrpt_12	33	150	44	ok	chr14	92537212	92537361	163	ST-E00110:326:HCJHTALXX:2:2220:15666:32004
SCA3	WGSrpt_12	64	150	54	ok	chr14	92537249	92537369	163	ST-E00110:326:HCJHTALXX:2:2220:27894:58743
SCA3	WGSrpt_12	49	148	21	ok	chr14	92537355	92537495	147	ST-E00110:326:HCJHTALXX:1:1202:28584:60993
SCA3	WGSrpt_12	12	150	44	ok	chr14	92537397	92537546	163	ST-E00110:326:HCJHTALXX:2:2223:12337:24796
SCA3	WGSrpt_12	75	149	11	ok	chr14	92537355	92537434	163	ST-E00110:326:HCJHTALXX:2:2123:27884:14248
SCA3	WGSrpt_12	31	149	44	ok	chr14	92537369	92537517	147	ST-E00110:326:HCJHTALXX:1:2110:18842:39897
SCA3	WGSrpt_12	55	149	54	ok	chr14	92537241	92537359	83	ST-E00110:326:HCJHTALXX:1:1117:25662:22036
SCA3	WGSrpt_12	82	150	54	ok	chr14	92537270	92537369	83	ST-E00110:326:HCJHTALXX:2:2206:27509:69818
SCA3	WGSrpt_12	51	150	21	ok	chr14	92537355	92537495	163	ST-E00110:326:HCJHTALXX:2:2206:22536:7198
SCA3	WGSrpt_12	72	150	18	ok	chr14	92537355	92537473	83	ST-E00110:326:HCJHTALXX:1:2220:12966:24269
SCA3	WGSrpt_12	72	149	17	ok	chr14	92537355	92537459	163	ST-E00110:326:HCJHTALXX:1:2109:22201:58092
SCA3	WGSrpt_12	79	150	47	ok	chr14	92537273	92537369	147	ST-E00110:326:HCJHTALXX:2:2103:24079:34377
SCA3	WGSrpt_12	69	150	18	ok	chr14	92537355	92537474	147	ST-E00110:326:HCJHTALXX:2:1222:10064:29226
SCA3	WGSrpt_12	64	149	18	ok	chr14	92537355	92537481	83	ST-E00110:326:HCJHTALXX:2:1113:29122:33656
SCA3	WGSrpt_12	69	149	18	ok	chr14	92537355	92537472	83	ST-E00110:326:HCJHTALXX:1:1112:18781:29314
SCA3	WGSrpt_12	82	150	51	ok	chr14	92537304	92537369	147	ST-E00110:326:HCJHTALXX:2:1221:5386:17360
SCA3	WGSrpt_12	23	149	44	ok	chr14	92537381	92537529	83	ST-E00110:326:HCJHTALXX:2:1213:29173:46894
SCA3	WGSrpt_12	79	150	41	ok	chr14	92537310	92537432	83	ST-E00110:326:HCJHTALXX:1:1122:21988:17676
SCA3	WGSrpt_12	66	149	18	ok	chr14	92537355	92537479	163	ST-E00110:326:HCJHTALXX:2:2114:6542:45769
SCA3	WGSrpt_12	61	150	54	ok	chr14	92537246	92537368	99	ST-E00110:326:HCJHTALXX:1:2202:17624:68412
SCA3	WGSrpt_12	48	149	21	ok	chr14	92537355	92537497	163	ST-E00110:326:HCJHTALXX:1:1218:18568:37911
SCA3	WGSrpt_12	69	150	17	ok	chr14	92537357	92537463	83	ST-E00110:326:HCJHTALXX:1:2108:21014:26044
SCA3	WGSrpt_12	57	150	18	ok	chr14	92537355	92537488	147	ST-E00110:326:HCJHTALXX:1:1214:30157:48248
SCA3	WGSrpt_12	69	149	17	ok	chr14	92537355	92537468	163	ST-E00110:326:HCJHTALXX:1:2104:28513:22581
SCA3	WGSrpt_12	86	150	52	ok	chr14	92537290	92537369	147	ST-E00110:326:HCJHTALXX:2:2104:25834:61222
SCA3	WGSrpt_12	9	150	44	ok	chr14	92537394	92537543	163	ST-E00110:326:HCJHTALXX:2:2223:17015:38526
SCA3	WGSrpt_12	89	149	31	ok	chr14	92537281	92537369	99	ST-E00110:326:HCJHTALXX:1:1124:25144:63648
SCA3	WGSrpt_12	36	150	44	ok	chr14	92537364	92537513	163	ST-E00110:326:HCJHTALXX:1:1219:27214:58725
SCA3	WGSrpt_12	36	149	40	ok	chr14	92537361	92537509	163	ST-E00110:326:HCJHTALXX:1:1208:6776:6407
SCA3	WGSrpt_12	27	149	34	ok	chr14	92537373	92537521	99	ST-E00110:326:HCJHTALXX:2:2205:23947:20366
SCA3	WGSrpt_12	86	149	54	ok	chr14	92537276	92537369	83	ST-E00110:326:HCJHTALXX:1:2212:21917:14424
SCA3	WGSrpt_12	49	148	21	ok	chr14	92537355	92537495	83	ST-E00110:326:HCJHTALXX:2:2120:22181:69027
SCA3	WGSrpt_12	56	150	54	ok	chr14	92537243	92537365	163	ST-E00110:326:HCJHTALXX:2:2107:31903:60729
SCA3	WGSrpt_12	88	149	52	ok	chr14	92537285	92537369	147	ST-E00110:326:HCJHTALXX:2:1216:8806:9923
SCA3	WGSrpt_12	34	150	21	ok	chr14	92537216	92537365	99	ST-E00110:326:HCJHTALXX:1:1105:15138:73141
SCA3	WGSrpt_12	75	150	11	ok	chr14	92537355	92537443	147	ST-E00110:326:HCJHTALXX:1:1202:18132:29138
SCA3	WGSrpt_12	48	149	21	ok	chr14	92537355	92537497	163	ST-E00110:326:HCJHTALXX:2:2203:21308:58128
SCA3	WGSrpt_21	92	150	21	ok	chr14	92537311	92537369	83	ST-E00152:258:H7F3MALXX:8:2111:25905:62470
SCA3	WGSrpt_21	89	149	52	ok	chr14	92537290	92537369	99	ST-E00152:258:H7F3MALXX:8:1117:6177:37225
SCA3	WGSrpt_21	75	148	11	ok	chr14	92537355	92537434	83	ST-E00152:258:H7F3MALXX:8:1218:24748:5475
SCA3	WGSrpt_21	63	150	14	ok	chr14	92537357	92537463	147	ST-E00152:258:H7F3MALXX:8:1212:11799:71260
SCA3	WGSrpt_21	57	150	54	ok	chr14	92537242	92537359	83	ST-E00152:258:H7F3MALXX:8:2101:20405:23266
SCA3	WGSrpt_21	39	149	44	ok	chr14	92537357	92537505	147	ST-E00152:258:H7F3MALXX:8:2123:24789:51781
SCA3	WGSrpt_21	58	150	18	ok	chr14	92537355	92537488	147	ST-E00152:258:H7F3MALXX:8:2109:24292:31195
SCA3	WGSrpt_21	102	149	24	ok	chr14	92537295	92537369	99	ST-E00152:258:H7F3MALXX:8:1107:24383:56422
SCA3	WGSrpt_21	79	150	37	ok	chr14	92537310	92537432	83	ST-E00152:258:H7F3MALXX:8:2110:14316:24286
SCA3	WGSrpt_21	92	148	12	ok	chr14	92537307	92537369	83	ST-E00152:258:H7F3MALXX:8:1106:24759:7181
SCA3	WGSrpt_21	66	150	54	ok	chr14	92537250	92537369	99	ST-E00152:258:H7F3MALXX:8:2210:12895:59622
SCA3	WGSrpt_21	51	150	54	ok	chr14	92537235	92537357	99	ST-E00152:258:H7F3MALXX:8:2118:27986:9572
SCA3	WGSrpt_21	69	150	18	ok	chr14	92537355	92537476	147	ST-E00152:258:H7F3MALXX:8:2111:6745:53328
SCA3	WGSrpt_21	71	149	14	ok	chr14	92537355	92537463	163	ST-E00152:258:H7F3MALXX:8:1104:18243:61679
SCA3	WGSrpt_21	21	150	44	ok	chr14	92537378	92537527	83	ST-E00152:258:H7F3MALXX:8:1210:25012:53153
SCA3	WGSrpt_21	61	149	49	ok	chr14	92537247	92537368	83	ST-E00152:258:H7F3MALXX:8:1219:5984:10908
SCA3	WGSrpt_21	12	149	34	ok	chr14	92537396	92537544	99	ST-E00152:258:H7F3MALXX:8:1218:17837:18397
SCA3	WGSrpt_21	101	150	24	ok	chr14	92537285	92537369	147	ST-E00152:258:H7F3MALXX:8:1119:7141:22546
SCA3	WGSrpt_21	57	150	54	ok	chr14	92537241	92537359	99	ST-E00152:258:H7F3MALXX:8:1114:3082:17447
SCA3	WGSrpt_21	82	150	54	ok	chr14	92537270	92537369	83	ST-E00152:258:H7F3MALXX:8:1101:22627:63402
SCA3	WGSrpt_21	76	150	18	ok	chr14	92537355	92537469	147	ST-E00152:258:H7F3MALXX:8:2114:16285:44538
SCA3	WGSrpt_21	55	150	18	ok	chr14	92537355	92537487	83	ST-E00152:258:H7F3MALXX:8:2111:21521:15953
SCA3	WGSrpt_21	43	148	44	ok	chr14	92537355	92537500	83	ST-E00152:258:H7F3MALXX:8:1204:24282:1221
SCA3	WGSrpt_21	29	150	44	ok	chr14	92537211	92537360	83	ST-E00152:258:H7F3MALXX:8:2112:29721:38526
SCA3	WGSrpt_21	78	150	36	ok	chr14	92537310	92537432	83	ST-E00152:258:H7F3MALXX:8:1101:17117:6601
SCA3	WGSrpt_21	85	149	52	ok	chr14	92537299	92537369	147	ST-E00152:258:H7F3MALXX:8:1112:13119:25552
SCA3	WGSrpt_21	84	150	54	ok	chr14	92537270	92537369	163	ST-E00152:258:H7F3MALXX:8:1218:31609:46929
SCA3	WGSrpt_21	82	150	52	ok	chr14	92537303	92537369	147	ST-E00152:258:H7F3MALXX:8:1221:19745:27960
SCA3	WGSrpt_21	23	150	42	mis	chr22	45991519	45991641	81	ST-E00152:258:H7F3MALXX:8:2221:7933:6829
SCA3	WGSrpt_21	15	148	44	ok	chr14	92537391	92537538	99	ST-E00152:258:H7F3MALXX:8:1209:11789:12455
SCA3	WGSrpt_21	25	148	44	ok	chr14	92537375	92537522	147	ST-E00152:258:H7F3MALXX:8:1120:9688:59024
SCA3	WGSrpt_21	35	150	44	ok	chr14	92537216	92537365	99	ST-E00152:258:H7F3MALXX:8:1120:9688:59024
SCA3	WGSrpt_16	45	150	44	ok	chr14	92537339	92537488	147	ST-E00152:258:H7F3MALXX:5:2104:25104:70891
SCA3	WGSrpt_16	31	149	44	ok	chr14	92537369	92537517	147	ST-E00152:258:H7F3MALXX:5:1219:13139:10820
SCA3	WGSrpt_16	62	149	41	ok	chr14	92537256	92537403	83	ST-E00118:309:HFVNHALXX:3:1209:1113:30316
SCA3	WGSrpt_16	23	150	44	ok	chr14	92537206	92537355	147	ST-E00118:309:HFVNHALXX:3:1116:30269:17149
SCA3	WGSrpt_16	49	150	21	ok	chr14	92537235	92537384	99	ST-E00118:309:HFVNHALXX:3:2212:2148:62523
SCA3	WGSrpt_16	62	149	44	ok	chr14	92537285	92537433	147	ST-E00152:258:H7F3MALXX:5:1209:12124:46191
SCA3	WGSrpt_16	62	150	44	ok	chr14	92537246	92537395	99	ST-E00118:309:HFVNHALXX:3:2108:9841:2504
SCA3	WGSrpt_16	73	150	44	ok	chr14	92537261	92537396	83	ST-E00118:309:HFVNHALXX:3:2222:22201:3348
SCA3	WGSrpt_16	80	150	44	ok	chr14	92537267	92537396	83	ST-E00118:309:HFVNHALXX:3:2210:30543:54858
SCA3	WGSrpt_16	74	150	42	ok	chr14	92537310	92537438	83	ST-E00118:309:HFVNHALXX:3:2107:24353:67515
SCA3	WGSrpt_16	17	148	44	ok	chr14	92537387	92537534	147	ST-E00118:309:HFVNHALXX:3:1110:9394:23143
SCA3	WGSrpt_16	31	150	44	ok	chr14	92537212	92537361	83	ST-E00152:258:H7F3MALXX:5:1103:25773:69590
SCA3	WGSrpt_16	52	149	21	ok	chr14	92537355	92537493	83	ST-E00152:258:H7F3MALXX:5:1217:6563:5054
SCA3	WGSrpt_16	45	149	44	ok	chr14	92537332	92537480	99	ST-E00118:309:HFVNHALXX:3:2122:1712:56387
SCA3	WGSrpt_16	36	150	21	ok	chr14	92537220	92537369	163	ST-E00118:309:HFVNHALXX:3:1120:24515:64738
SCA3	WGSrpt_16	46	150	21	ok	chr14	92537355	92537500	83	ST-E00152:258:H7F3MALXX:5:2222:26159:71242
SCA3	WGSrpt_16	62	150	44	ok	chr14	92537267	92537416	83	ST-E00152:258:H7F3MALXX:5:1112:5000:42007
SCA3	WGSrpt_16	48	148	44	ok	chr14	92537314	92537461	83	ST-E00118:309:HFVNHALXX:3:2114:20770:72491
SCA3	WGSrpt_16	83	149	42	ok	chr14	92537296	92537423	83	ST-E00152:258:H7F3MALXX:5:1117:8714:59095
SCA3	WGSrpt_16	30	149	21	ok	chr14	92537372	92537520	99	ST-E00152:258:H7F3MALXX:5:2203:31538:51096
SCA3	WGSrpt_16	45	150	44	ok	chr14	92537333	92537485	147	ST-E00118:309:HFVNHALXX:3:1121:10064:11541
SCA3	WGSrpt_16	36	150	44	ok	chr14	92537217	92537366	83	ST-E00118:309:HFVNHALXX:3:1217:8501:9607
SCA3	WGSrpt_16	62	149	21	ok	chr14	92537280	92537428	99	ST-E00118:309:HFVNHALXX:3:2111:30076:46033
SCA3	WGSrpt_16	48	149	44	ok	chr14	92537333	92537481	163	ST-E00152:258:H7F3MALXX:5:1104:26210:41725
SCA3	WGSrpt_16	41	150	35	ok	chr14	92537356	92537505	99	ST-E00152:258:H7F3MALXX:5:1224:16762:49373
SCA3	WGSrpt_16	24	149	44	ok	chr14	92537380	92537528	163	ST-E00152:258:H7F3MALXX:5:2118:29782:16340
SCA3	WGSrpt_16	70	150	41	ok	chr14	92537314	92537442	147	ST-E00118:309:HFVNHALXX:3:1108:11830:22370
SCA3	WGSrpt_16	16	150	11	un	chr14	92536655	92536804	73	ST-E00118:309:HFVNHALXX:3:1124:1854:30896
SCA3	WGSrpt_16	64	149	44	ok	chr14	92537285	92537433	147	ST-E00118:309:HFVNHALXX:3:2211:19583:62312
SCA3	WGSrpt_16	81	150	41	ok	chr14	92537290	92537396	147	ST-E00152:258:H7F3MALXX:5:1102:24505:23266
SCA3	WGSrpt_16	13	149	44	ok	chr14	92537393	92537541	83	ST-E00118:309:HFVNHALXX:3:2111:26362:27292
SCA3	WGSrpt_16	31	150	44	ok	chr14	92537212	92537361	163	ST-E00118:309:HFVNHALXX:3:2111:26362:27292
SCA3	WGSrpt_16	17	148	44	ok	chr14	92537387	92537534	83	ST-E00152:258:H7F3MALXX:5:1108:1996:58848
SCA3	WGSrpt_16	40	149	44	ok	chr14	92537357	92537505	147	ST-E00118:309:HFVNHALXX:3:2205:25256:54524
SCA3	WGSrpt_16	84	148	21	ok	chr14	92537285	92537396	163	ST-E00152:258:H7F3MALXX:5:1109:4909:47931
SCA3	WGSrpt_16	84	150	21	ok	chr14	92537295	92537423	99	ST-E00118:309:HFVNHALXX:3:1204:22810:42165
SCA3	WGSrpt_16	62	150	44	ok	chr14	92537260	92537409	83	ST-E00152:258:H7F3MALXX:5:2208:15422:7216
SCA3	WGSrpt_16	45	149	44	ok	chr14	92537317	92537465	99	ST-E00152:258:H7F3MALXX:5:2206:30787:41321
SCA3	WGSrpt_16	70	150	42	ok	chr14	92537314	92537442	147	ST-E00118:309:HFVNHALXX:3:2224:9059:42956
